file order,h,V,C,x,y,Y,X_C,Y_C,Z_C,L*,a*,b*
1,10RP,1,2,0.3629,0.271,1.21,0.0162,0.0121,0.0163,10.63,12.59,-2.07
2,10RP,1,4,0.392,0.2423,1.21,0.0196,0.0121,0.0183,10.63,20.94,-3.96
3,10RP,1,6,0.4151,0.2169,1.21,0.0232,0.0121,0.0205,10.63,28.79,-5.88
7,2.5R,1,2,0.3768,0.2816,1.21,0.0162,0.0121,0.0147,10.63,12.59,-0.44
8,2.5R,1,4,0.4166,0.2569,1.21,0.0196,0.0121,0.0154,10.63,20.94,-1.17
9,2.5R,1,6,0.4515,0.2329,1.21,0.0235,0.0121,0.0164,10.63,29.41,-2.17
12,5R,1,2,0.3908,0.2929,1.21,0.0161,0.0121,0.0131,10.63,12.33,1.30
13,5R,1,4,0.442,0.2728,1.21,0.0196,0.0121,0.0127,10.63,20.94,1.76
17,7.5R,1,2,0.402,0.3034,1.21,0.016,0.0121,0.0117,10.63,12.07,2.95
18,7.5R,1,4,0.466,0.2888,1.21,0.0195,0.0121,0.0103,10.63,20.71,4.74
22,10R,1,2,0.4128,0.3154,1.21,0.0158,0.0121,0.0104,10.63,11.54,4.61
23,10R,1,4,0.4933,0.3068,1.21,0.0195,0.0121,0.0079,10.63,20.71,7.90
27,2.5YR,1,2,0.4258,0.3344,1.21,0.0154,0.0121,0.0087,10.63,10.46,6.85
28,2.5YR,1,4,0.5311,0.3371,1.21,0.0191,0.0121,0.0047,10.63,19.78,12.13
29,2.5YR,1,6,0.6048,0.327,1.21,0.0224,0.0121,0.0025,10.63,27.12,15.03
31,5YR,1,2,0.4377,0.358,1.21,0.0148,0.0121,0.0069,10.63,8.81,9.22
33,7.5YR,1,2,0.443,0.3775,1.21,0.0142,0.0121,0.0058,10.63,7.12,10.68
34,10YR,1,2,0.4446,0.3982,1.21,0.0135,0.0121,0.0048,10.63,5.08,12.00
35,2.5Y,1,2,0.4362,0.4177,1.21,0.0126,0.0121,0.0042,10.63,2.36,12.79
36,5Y,1,2,0.423,0.4265,1.21,0.012,0.0121,0.0043,10.63,0.47,12.66
37,7.5Y,1,2,0.4042,0.4287,1.21,0.0114,0.0121,0.0047,10.63,-1.49,12.13
38,10Y,1,2,0.3802,0.4212,1.21,0.0109,0.0121,0.0057,10.63,-3.17,10.81
39,2.5GY,1,2,0.354,0.4088,1.21,0.0105,0.0121,0.007,10.63,-4.55,9.09
40,5GY,1,2,0.3359,0.3982,1.21,0.0102,0.0121,0.0081,10.63,-5.61,7.64
42,7.5GY,1,2,0.3154,0.384,1.21,0.0099,0.0121,0.0095,10.63,-6.69,5.79
43,7.5GY,1,4,0.3133,0.538,1.21,0.007,0.0121,0.0033,10.63,-18.00,13.97
44,10GY,1,2,0.3006,0.372,1.21,0.0098,0.0121,0.0106,10.63,-7.06,4.34
47,2.5G,1,2,0.291,0.3634,1.21,0.0097,0.0121,0.0115,10.63,-7.43,3.20
51,5G,1,2,0.2833,0.3564,1.21,0.0096,0.0121,0.0122,10.63,-7.80,2.35
55,7.5G,1,2,0.2758,0.3484,1.21,0.0096,0.0121,0.0131,10.63,-7.80,1.30
59,10G,1,2,0.2689,0.3407,1.21,0.0096,0.0121,0.0139,10.63,-7.80,0.41
63,2.5BG,1,2,0.26,0.3289,1.21,0.0096,0.0121,0.0151,10.63,-7.80,-0.86
67,5BG,1,2,0.25,0.3141,1.21,0.0096,0.0121,0.0168,10.63,-7.80,-2.55
70,7.5BG,1,2,0.243,0.3023,1.21,0.0097,0.0121,0.0182,10.63,-7.43,-3.87
73,10BG,1,2,0.2362,0.2882,1.21,0.0099,0.0121,0.02,10.63,-6.69,-5.46
76,2.5B,1,2,0.2322,0.2781,1.21,0.0101,0.0121,0.0213,10.63,-5.97,-6.55
79,5B,1,2,0.2291,0.2677,1.21,0.0104,0.0121,0.0227,10.63,-4.90,-7.67
82,7.5B,1,2,0.2291,0.2579,1.21,0.0107,0.0121,0.0241,10.63,-3.86,-8.75
86,10B,1,2,0.2309,0.2491,1.21,0.0112,0.0121,0.0253,10.63,-2.15,-9.64
90,2.5PB,1,2,0.236,0.242,1.21,0.0118,0.0121,0.0261,10.63,-0.18,-10.22
94,5PB,1,2,0.2427,0.2368,1.21,0.0124,0.0121,0.0266,10.63,1.73,-10.58
95,5PB,1,4,0.2012,0.1867,1.21,0.013,0.0121,0.0397,10.63,3.58,-18.65
99,7.5PB,1,2,0.2547,0.231,1.21,0.0133,0.0121,0.0269,10.63,4.49,-10.79
100,7.5PB,1,4,0.2232,0.1821,1.21,0.0148,0.0121,0.0395,10.63,8.81,-18.54
101,7.5PB,1,6,0.2,0.1422,1.21,0.017,0.0121,0.056,10.63,14.66,-26.49
102,7.5PB,1,8,0.1872,0.1141,1.21,0.0199,0.0121,0.0741,10.63,21.63,-33.57
103,7.5PB,1,10,0.1804,0.095,1.21,0.023,0.0121,0.0923,10.63,28.38,-39.61
104,7.5PB,1,12,0.1763,0.0804,1.21,0.0265,0.0121,0.1119,10.63,35.30,-45.28
118,10PB,1,2,0.2677,0.228,1.21,0.0142,0.0121,0.0268,10.63,7.12,-10.72
119,10PB,1,4,0.2459,0.1828,1.21,0.0163,0.0121,0.0378,10.63,12.85,-17.60
120,10PB,1,6,0.229,0.147,1.21,0.0188,0.0121,0.0514,10.63,19.07,-24.45
121,10PB,1,8,0.219,0.1228,1.21,0.0216,0.0121,0.0649,10.63,25.41,-30.14
122,10PB,1,10,0.212,0.1029,1.21,0.0249,0.0121,0.0806,10.63,32.22,-35.83
133,2.5P,1,2,0.2808,0.2296,1.21,0.0148,0.0121,0.0258,10.63,8.81,-10.01
134,2.5P,1,4,0.2668,0.1874,1.21,0.0172,0.0121,0.0352,10.63,15.16,-16.11
135,2.5P,1,6,0.257,0.1559,1.21,0.0199,0.0121,0.0456,10.63,21.63,-21.70
136,2.5P,1,8,0.2496,0.1303,1.21,0.0232,0.0121,0.0576,10.63,28.79,-27.17
146,5P,1,2,0.2936,0.233,1.21,0.0152,0.0121,0.0246,10.63,9.92,-9.13
147,5P,1,4,0.2854,0.1927,1.21,0.0179,0.0121,0.0328,10.63,16.90,-14.66
148,5P,1,6,0.2794,0.1628,1.21,0.0208,0.0121,0.0415,10.63,23.66,-19.61
149,5P,1,8,0.2742,0.1375,1.21,0.0241,0.0121,0.0518,10.63,30.63,-24.63
157,7.5P,1,2,0.303,0.2361,1.21,0.0155,0.0121,0.0236,10.63,10.73,-8.37
158,7.5P,1,4,0.2991,0.1974,1.21,0.0183,0.0121,0.0309,10.63,17.87,-13.47
159,7.5P,1,6,0.296,0.1682,1.21,0.0213,0.0121,0.0385,10.63,24.76,-17.99
167,10P,1,2,0.3132,0.2404,1.21,0.0158,0.0121,0.0225,10.63,11.54,-7.51
168,10P,1,4,0.3132,0.2032,1.21,0.0187,0.0121,0.0288,10.63,18.83,-12.09
169,10P,1,6,0.3126,0.1737,1.21,0.0218,0.0121,0.0358,10.63,25.84,-16.46
176,2.5RP,1,2,0.324,0.2459,1.21,0.0159,0.0121,0.0212,10.63,11.80,-6.46
177,2.5RP,1,4,0.329,0.2095,1.21,0.019,0.0121,0.0267,10.63,19.54,-10.65
178,2.5RP,1,6,0.3321,0.1811,1.21,0.0222,0.0121,0.0325,10.63,26.70,-14.48
184,5RP,1,2,0.3378,0.2542,1.21,0.0161,0.0121,0.0194,10.63,12.33,-4.94
185,5RP,1,4,0.3503,0.2196,1.21,0.0193,0.0121,0.0237,10.63,20.25,-8.45
186,5RP,1,6,0.3588,0.192,1.21,0.0226,0.0121,0.0283,10.63,27.54,-11.76
191,7.5RP,1,2,0.3498,0.2617,1.21,0.0162,0.0121,0.018,10.63,12.59,-3.68
192,7.5RP,1,4,0.3705,0.23,1.21,0.0195,0.0121,0.021,10.63,20.71,-6.30
193,7.5RP,1,6,0.3865,0.2036,1.21,0.023,0.0121,0.0244,10.63,28.38,-8.98
197,10RP,2,2,0.3532,0.2957,3.126,0.0373,0.0313,0.0371,20.56,10.63,-0.09
198,10RP,2,4,0.385,0.2778,3.126,0.0433,0.0313,0.0379,20.56,19.20,-0.54
199,10RP,2,6,0.4139,0.2608,3.126,0.0496,0.0313,0.039,20.56,27.39,-1.15
200,10RP,2,8,0.4428,0.2419,3.126,0.0572,0.0313,0.0407,20.56,36.39,-2.07
204,2.5R,2,2,0.3614,0.3033,3.126,0.0372,0.0313,0.0346,20.56,10.48,1.36
205,2.5R,2,4,0.4021,0.29,3.126,0.0433,0.0313,0.0332,20.56,19.20,2.20
206,2.5R,2,6,0.439,0.276,3.126,0.0497,0.0313,0.0323,20.56,27.52,2.76
207,2.5R,2,8,0.4776,0.2593,3.126,0.0576,0.0313,0.0317,20.56,36.85,3.13
211,5R,2,2,0.3692,0.3111,3.126,0.0371,0.0313,0.0321,20.56,10.33,2.88
212,5R,2,4,0.4184,0.3032,3.126,0.0431,0.0313,0.0287,20.56,18.93,5.09
213,5R,2,6,0.4642,0.2934,3.126,0.0495,0.0313,0.0258,20.56,27.27,7.11
214,5R,2,8,0.5143,0.28,3.126,0.0574,0.0313,0.023,20.56,36.62,9.21
218,7.5R,2,2,0.3751,0.3181,3.126,0.0369,0.0313,0.0301,20.56,10.03,4.16
219,7.5R,2,4,0.4335,0.3169,3.126,0.0428,0.0313,0.0246,20.56,18.52,7.99
220,7.5R,2,6,0.4875,0.3123,3.126,0.0488,0.0313,0.02,20.56,26.39,11.66
221,7.5R,2,8,0.5433,0.3027,3.126,0.0561,0.0313,0.0159,20.56,35.14,15.44
225,10R,2,2,0.3811,0.3274,3.126,0.0364,0.0313,0.0278,20.56,9.27,5.70
226,10R,2,4,0.4481,0.333,3.126,0.0421,0.0313,0.0205,20.56,17.56,11.23
227,10R,2,6,0.5095,0.3331,3.126,0.0478,0.0313,0.0148,20.56,25.13,16.56
228,10R,2,8,0.5713,0.3259,3.126,0.0548,0.0313,0.0099,20.56,33.64,22.38
232,2.5YR,2,2,0.3852,0.3365,3.126,0.0358,0.0313,0.0259,20.56,8.34,7.04
233,2.5YR,2,4,0.4598,0.3508,3.126,0.041,0.0313,0.0169,20.56,16.02,14.46
234,2.5YR,2,6,0.528,0.3581,3.126,0.0461,0.0313,0.0099,20.56,22.94,22.38
236,5YR,2,2,0.388,0.3476,3.126,0.0349,0.0313,0.0238,20.56,6.94,8.59
237,5YR,2,4,0.4674,0.3738,3.126,0.0391,0.0313,0.0133,20.56,13.29,18.19
238,5YR,2,6,0.5426,0.3925,3.126,0.0432,0.0313,0.0052,20.56,19.07,28.58
239,7.5YR,2,2,0.3889,0.359,3.126,0.0339,0.0313,0.022,20.56,5.36,10.00
240,7.5YR,2,4,0.469,0.3964,3.126,0.037,0.0313,0.0106,20.56,10.18,21.46
242,10YR,2,2,0.3872,0.3688,3.126,0.0328,0.0313,0.0207,20.56,3.57,11.07
243,10YR,2,4,0.4676,0.4168,3.126,0.0351,0.0313,0.0087,20.56,7.26,23.96
244,2.5Y,2,2,0.3825,0.3785,3.126,0.0316,0.0313,0.0197,20.56,1.58,11.92
245,2.5Y,2,4,0.4627,0.4392,3.126,0.0329,0.0313,0.007,20.56,3.74,26.21
246,5Y,2,2,0.3757,0.3839,3.126,0.0306,0.0313,0.0196,20.56,-0.11,12.00
247,5Y,2,4,0.4543,0.4573,3.126,0.0311,0.0313,0.006,20.56,0.74,27.53
248,7.5Y,2,2,0.366,0.3858,3.126,0.0297,0.0313,0.0201,20.56,-1.67,11.57
249,7.5Y,2,4,0.4401,0.4723,3.126,0.0291,0.0313,0.0058,20.56,-2.73,27.79
250,10Y,2,2,0.3556,0.3848,3.126,0.0289,0.0313,0.0211,20.56,-3.08,10.73
251,10Y,2,4,0.4188,0.4789,3.126,0.0273,0.0313,0.0067,20.56,-5.99,26.60
252,2.5GY,2,2,0.3421,0.3803,3.126,0.0281,0.0313,0.0228,20.56,-4.52,9.37
253,2.5GY,2,4,0.3881,0.4752,3.126,0.0255,0.0313,0.009,20.56,-9.40,23.57
254,5GY,2,2,0.3309,0.3743,3.126,0.0276,0.0313,0.0246,20.56,-5.44,7.99
255,5GY,2,4,0.3582,0.465,3.126,0.0241,0.0313,0.0119,20.56,-12.16,19.82
257,7.5GY,2,2,0.3165,0.365,3.126,0.0271,0.0313,0.0273,20.56,-6.36,6.04
258,7.5GY,2,4,0.3248,0.4457,3.126,0.0228,0.0313,0.0161,20.56,-14.82,15.24
259,7.5GY,2,6,0.326,0.5379,3.126,0.0189,0.0313,0.0079,20.56,-23.48,25.02
261,10GY,2,2,0.3069,0.358,3.126,0.0268,0.0313,0.0293,20.56,-6.92,4.69
262,10GY,2,4,0.2986,0.424,3.126,0.022,0.0313,0.0205,20.56,-16.51,11.23
263,10GY,2,6,0.2852,0.4972,3.126,0.0179,0.0313,0.0137,20.56,-25.88,17.75
267,2.5G,2,2,0.2978,0.3507,3.126,0.0265,0.0313,0.0313,20.56,-7.49,3.39
268,2.5G,2,4,0.2763,0.3998,3.126,0.0216,0.0313,0.0253,20.56,-17.37,7.47
275,5G,2,2,0.2918,0.345,3.126,0.0264,0.0313,0.0329,20.56,-7.67,2.39
276,5G,2,4,0.264,0.3845,3.126,0.0215,0.0313,0.0286,20.56,-17.59,5.15
283,7.5G,2,2,0.2869,0.34,3.126,0.0264,0.0313,0.0343,20.56,-7.67,1.54
284,7.5G,2,4,0.254,0.3705,3.126,0.0214,0.0313,0.0317,20.56,-17.81,3.13
291,10G,2,2,0.282,0.3341,3.126,0.0264,0.0313,0.0359,20.56,-7.67,0.60
292,10G,2,4,0.2442,0.3559,3.126,0.0214,0.0313,0.0351,20.56,-17.81,1.07
299,2.5BG,2,2,0.2765,0.3271,3.126,0.0264,0.0313,0.0379,20.56,-7.67,-0.54
300,2.5BG,2,4,0.2343,0.3378,3.126,0.0217,0.0313,0.0396,20.56,-17.16,-1.48
306,5BG,2,2,0.2697,0.3175,3.126,0.0266,0.0313,0.0406,20.56,-7.30,-2.02
312,7.5BG,2,2,0.2651,0.3098,3.126,0.0267,0.0313,0.0429,20.56,-7.11,-3.22
318,10BG,2,2,0.2606,0.301,3.126,0.0271,0.0313,0.0455,20.56,-6.36,-4.53
323,2.5B,2,2,0.2578,0.294,3.126,0.0274,0.0313,0.0477,20.56,-5.81,-5.61
328,5B,2,2,0.2559,0.2874,3.126,0.0278,0.0313,0.0497,20.56,-5.07,-6.55
333,7.5B,2,2,0.2545,0.2799,3.126,0.0284,0.0313,0.052,20.56,-3.98,-7.61
334,7.5B,2,4,0.2063,0.24,3.126,0.0269,0.0313,0.0721,20.56,-6.73,-15.74
338,10B,2,2,0.2558,0.2725,3.126,0.0293,0.0313,0.0541,20.56,-2.38,-8.55
339,10B,2,4,0.2102,0.2313,3.126,0.0284,0.0313,0.0755,20.56,-3.98,-16.96
343,2.5PB,2,2,0.2592,0.2675,3.126,0.0303,0.0313,0.0553,20.56,-0.63,-9.07
344,2.5PB,2,4,0.2175,0.2245,3.126,0.0303,0.0313,0.0777,20.56,-0.63,-17.73
349,5PB,2,2,0.2638,0.2624,3.126,0.0314,0.0313,0.0564,20.56,1.25,-9.55
350,5PB,2,4,0.2263,0.2192,3.126,0.0323,0.0313,0.0791,20.56,2.75,-18.21
351,5PB,2,6,0.1942,0.1811,3.126,0.0335,0.0313,0.1078,20.56,4.71,-27.04
356,7.5PB,2,2,0.2712,0.2582,3.126,0.0328,0.0313,0.057,20.56,3.57,-9.80
357,7.5PB,2,4,0.242,0.2148,3.126,0.0352,0.0313,0.0791,20.56,7.41,-18.21
358,7.5PB,2,6,0.2189,0.179,3.126,0.0382,0.0313,0.1051,20.56,11.97,-26.28
359,7.5PB,2,8,0.2005,0.1495,3.126,0.0419,0.0313,0.1359,20.56,17.28,-34.27
360,7.5PB,2,10,0.1882,0.1258,3.126,0.0468,0.0313,0.1705,20.56,23.84,-41.91
361,7.5PB,2,12,0.1813,0.1094,3.126,0.0518,0.0313,0.2027,20.56,30.09,-48.14
362,7.5PB,2,14,0.1762,0.0955,3.126,0.0577,0.0313,0.2384,20.56,36.96,-54.32
363,7.5PB,2,16,0.1728,0.0839,3.126,0.0644,0.0313,0.2769,20.56,44.21,-60.32
364,7.5PB,2,18,0.1701,0.0742,3.126,0.0717,0.0313,0.3184,20.56,51.57,-66.20
375,10PB,2,2,0.2803,0.2567,3.126,0.0341,0.0313,0.0564,20.56,5.68,-9.55
376,10PB,2,4,0.26,0.2162,3.126,0.0376,0.0313,0.0757,20.56,11.08,-17.03
377,10PB,2,6,0.244,0.184,3.126,0.0415,0.0313,0.0972,20.56,16.72,-23.99
378,10PB,2,8,0.2294,0.1551,3.126,0.0462,0.0313,0.1241,20.56,23.07,-31.37
379,10PB,2,10,0.22,0.133,3.126,0.0517,0.0313,0.1521,20.56,29.97,-37.99
380,10PB,2,12,0.2139,0.117,3.126,0.0571,0.0313,0.1788,20.56,36.28,-43.59
381,10PB,2,14,0.2087,0.1026,3.126,0.0636,0.0313,0.2098,20.56,43.37,-49.42
392,2.5P,2,2,0.2892,0.2583,3.126,0.035,0.0313,0.0548,20.56,7.10,-8.85
393,2.5P,2,4,0.2758,0.2208,3.126,0.039,0.0313,0.0713,20.56,13.15,-15.45
394,2.5P,2,6,0.2661,0.1921,3.126,0.0433,0.0313,0.0882,20.56,19.20,-21.21
395,2.5P,2,8,0.257,0.1635,3.126,0.0491,0.0313,0.1108,20.56,26.77,-27.87
396,2.5P,2,10,0.2501,0.1422,3.126,0.055,0.0313,0.1336,20.56,33.88,-33.72
397,2.5P,2,12,0.2449,0.1245,3.126,0.0615,0.0313,0.1583,20.56,41.14,-39.35
407,5P,2,2,0.2984,0.2612,3.126,0.0357,0.0313,0.0527,20.56,8.19,-7.92
408,5P,2,4,0.2908,0.2261,3.126,0.0402,0.0313,0.0668,20.56,14.88,-13.76
409,5P,2,6,0.285,0.1992,3.126,0.0447,0.0313,0.0809,20.56,21.09,-18.82
410,5P,2,8,0.2791,0.1707,3.126,0.0511,0.0313,0.1008,20.56,29.24,-25.05
411,5P,2,10,0.2748,0.15,3.126,0.0573,0.0313,0.1199,20.56,36.51,-30.29
412,5P,2,12,0.2709,0.132,3.126,0.0642,0.0313,0.1414,20.56,44.00,-35.57
421,7.5P,2,2,0.3071,0.2647,3.126,0.0363,0.0313,0.0506,20.56,9.11,-6.97
422,7.5P,2,4,0.3048,0.2321,3.126,0.0411,0.0313,0.0624,20.56,16.16,-12.03
423,7.5P,2,6,0.3025,0.2058,3.126,0.0459,0.0313,0.0747,20.56,22.67,-16.67
424,7.5P,2,8,0.3,0.1781,3.126,0.0527,0.0313,0.0916,20.56,31.17,-22.28
425,7.5P,2,10,0.2979,0.1569,3.126,0.0594,0.0313,0.1086,20.56,38.85,-27.26
433,10P,2,2,0.3161,0.2691,3.126,0.0367,0.0313,0.0482,20.56,9.72,-5.84
434,10P,2,4,0.3189,0.239,3.126,0.0417,0.0313,0.0578,20.56,17.00,-10.14
435,10P,2,6,0.3207,0.2132,3.126,0.047,0.0313,0.0683,20.56,24.10,-14.33
436,10P,2,8,0.3219,0.1862,3.126,0.054,0.0313,0.0826,20.56,32.71,-19.39
437,10P,2,10,0.323,0.1659,3.126,0.0609,0.0313,0.0963,20.56,40.49,-23.72
444,2.5RP,2,2,0.3279,0.2754,3.126,0.0372,0.0313,0.045,20.56,10.48,-4.29
445,2.5RP,2,4,0.3382,0.2496,3.126,0.0424,0.0313,0.0516,20.56,17.97,-7.43
446,2.5RP,2,6,0.347,0.2259,3.126,0.048,0.0313,0.0591,20.56,25.38,-10.69
447,2.5RP,2,8,0.3555,0.2003,3.126,0.0555,0.0313,0.0693,20.56,34.45,-14.71
448,2.5RP,2,10,0.3617,0.18,3.126,0.0628,0.0313,0.0796,20.56,42.53,-18.38
454,5RP,2,2,0.3383,0.2829,3.126,0.0374,0.0313,0.0419,20.56,10.78,-2.70
455,5RP,2,4,0.3558,0.2597,3.126,0.0428,0.0313,0.0463,20.56,18.52,-4.93
456,5RP,2,6,0.3708,0.238,3.126,0.0487,0.0313,0.0514,20.56,26.27,-7.34
457,5RP,2,8,0.3858,0.214,3.126,0.0564,0.0313,0.0585,20.56,35.49,-10.44
463,7.5RP,2,2,0.3459,0.2892,3.126,0.0374,0.0313,0.0394,20.56,10.78,-1.37
464,7.5RP,2,4,0.3702,0.2683,3.126,0.0431,0.0313,0.0421,20.56,18.93,-2.81
465,7.5RP,2,6,0.3918,0.249,3.126,0.0492,0.0313,0.0451,20.56,26.89,-4.33
466,7.5RP,2,8,0.4137,0.2276,3.126,0.0568,0.0313,0.0493,20.56,35.94,-6.36
471,10RP,3,2,0.3526,0.3068,6.555,0.0753,0.0655,0.0728,30.76,11.03,1.60
472,10RP,3,4,0.3889,0.2969,6.555,0.0859,0.0655,0.0694,30.76,20.57,2.85
473,10RP,3,6,0.4218,0.2864,6.555,0.0965,0.0655,0.0668,30.76,29.36,3.83
474,10RP,3,8,0.4552,0.2741,6.555,0.1089,0.0655,0.0647,30.76,38.85,4.64
475,10RP,3,10,0.4851,0.2618,6.555,0.1215,0.0655,0.0634,30.76,47.79,5.16
479,2.5R,3,2,0.3591,0.313,6.555,0.0752,0.0655,0.0687,30.76,10.94,3.11
480,2.5R,3,4,0.4021,0.3076,6.555,0.0857,0.0655,0.0619,30.76,20.40,5.76
481,2.5R,3,6,0.4409,0.3009,6.555,0.096,0.0655,0.0562,30.76,28.96,8.13
482,2.5R,3,8,0.4821,0.2918,6.555,0.1083,0.0655,0.0508,30.76,38.41,10.53
483,2.5R,3,10,0.5191,0.2811,6.555,0.121,0.0655,0.0466,30.76,47.45,12.52
487,5R,3,2,0.3645,0.319,6.555,0.0749,0.0655,0.065,30.76,10.66,4.53
488,5R,3,4,0.4148,0.319,6.555,0.0852,0.0655,0.0547,30.76,19.97,8.78
489,5R,3,6,0.4592,0.3168,6.555,0.095,0.0655,0.0463,30.76,28.16,12.66
490,5R,3,8,0.5064,0.3114,6.555,0.1066,0.0655,0.0384,30.76,37.15,16.77
491,5R,3,10,0.55,0.3024,6.555,0.1192,0.0655,0.032,30.76,46.21,20.54
495,7.5R,3,2,0.369,0.3248,6.555,0.0745,0.0655,0.0618,30.76,10.28,5.80
496,7.5R,3,4,0.424,0.3302,6.555,0.0842,0.0655,0.0488,30.76,19.10,11.46
497,7.5R,3,6,0.4738,0.3316,6.555,0.0937,0.0655,0.0385,30.76,27.10,16.72
498,7.5R,3,8,0.5251,0.3297,6.555,0.1044,0.0655,0.0289,30.76,35.50,22.54
499,7.5R,3,10,0.573,0.324,6.555,0.1159,0.0655,0.0208,30.76,43.90,28.57
503,10R,3,2,0.3728,0.3314,6.555,0.0737,0.0655,0.0585,30.76,9.52,7.15
504,10R,3,4,0.4308,0.3412,6.555,0.0828,0.0655,0.0438,30.76,17.87,13.91
505,10R,3,6,0.4854,0.3467,6.555,0.0918,0.0655,0.0317,30.76,25.55,20.72
506,10R,3,8,0.5393,0.3477,6.555,0.1017,0.0655,0.0213,30.76,33.43,28.16
507,10R,3,10,0.5871,0.344,6.555,0.1119,0.0655,0.0131,30.76,41.04,36.01
510,2.5YR,3,2,0.3757,0.3391,6.555,0.0726,0.0655,0.0551,30.76,8.46,8.61
511,2.5YR,3,4,0.436,0.3563,6.555,0.0802,0.0655,0.0382,30.76,15.55,16.88
512,2.5YR,3,6,0.4954,0.3692,6.555,0.088,0.0655,0.024,30.76,22.37,26.03
513,2.5YR,3,8,0.5475,0.3771,6.555,0.0952,0.0655,0.0131,30.76,28.32,36.01
515,5YR,3,2,0.3771,0.3476,6.555,0.0711,0.0655,0.0519,30.76,7.01,10.03
516,5YR,3,4,0.4376,0.3715,6.555,0.0772,0.0655,0.0337,30.76,12.81,19.49
517,5YR,3,6,0.4966,0.3908,6.555,0.0833,0.0655,0.0189,30.76,18.31,30.21
519,7.5YR,3,2,0.3771,0.3549,6.555,0.0697,0.0655,0.0495,30.76,5.63,11.13
520,7.5YR,3,4,0.4378,0.3865,6.555,0.0743,0.0655,0.0298,30.76,10.09,21.95
521,7.5YR,3,6,0.493,0.4116,6.555,0.0785,0.0655,0.0152,30.76,14.00,33.74
523,10YR,3,2,0.3747,0.363,6.555,0.0677,0.0655,0.0474,30.76,3.63,12.13
524,10YR,3,4,0.4341,0.4018,6.555,0.0708,0.0655,0.0268,30.76,6.71,23.99
525,10YR,3,6,0.4872,0.4326,6.555,0.0738,0.0655,0.0122,30.76,9.61,37.05
527,2.5Y,3,2,0.3703,0.37,6.555,0.0656,0.0655,0.046,30.76,1.48,12.81
528,2.5Y,3,4,0.4277,0.4166,6.555,0.0673,0.0655,0.0245,30.76,3.22,25.65
530,5Y,3,2,0.3646,0.3748,6.555,0.0638,0.0655,0.0456,30.76,-0.39,13.01
531,5Y,3,4,0.4191,0.4283,6.555,0.0641,0.0655,0.0234,30.76,-0.08,26.49
533,7.5Y,3,2,0.3589,0.3778,6.555,0.0623,0.0655,0.0457,30.76,-1.98,12.96
534,7.5Y,3,4,0.4086,0.4379,6.555,0.0612,0.0655,0.023,30.76,-3.16,26.80
536,10Y,3,2,0.3513,0.3789,6.555,0.0608,0.0655,0.0467,30.76,-3.60,12.47
537,10Y,3,4,0.3961,0.4452,6.555,0.0583,0.0655,0.0234,30.76,-6.35,26.49
539,2.5GY,3,2,0.3412,0.3768,6.555,0.0594,0.0655,0.0491,30.76,-5.13,11.32
540,2.5GY,3,4,0.3772,0.4484,6.555,0.0551,0.0655,0.0255,30.76,-9.99,24.92
542,5GY,3,2,0.3319,0.3729,6.555,0.0583,0.0655,0.0519,30.76,-6.35,10.03
543,5GY,3,4,0.3554,0.4429,6.555,0.0526,0.0655,0.0299,30.76,-12.93,21.88
544,5GY,3,6,0.375,0.5109,6.555,0.0481,0.0655,0.0146,30.76,-18.47,34.37
546,7.5GY,3,2,0.318,0.3644,6.555,0.0572,0.0655,0.0571,30.76,-7.58,7.74
547,7.5GY,3,4,0.327,0.4288,6.555,0.05,0.0655,0.0373,30.76,-16.09,17.39
548,7.5GY,3,6,0.3333,0.4967,6.555,0.044,0.0655,0.0224,30.76,-23.82,27.27
551,10GY,3,2,0.3088,0.3578,6.555,0.0566,0.0655,0.0611,30.76,-8.26,6.08
552,10GY,3,4,0.3053,0.4123,6.555,0.0485,0.0655,0.0449,30.76,-17.96,13.36
553,10GY,3,6,0.2992,0.4717,6.555,0.0416,0.0655,0.0318,30.76,-27.12,20.66
558,2.5G,3,2,0.2999,0.35,6.555,0.0562,0.0655,0.0656,30.76,-8.72,4.29
559,2.5G,3,4,0.2836,0.3915,6.555,0.0475,0.0655,0.0544,30.76,-19.23,8.91
560,2.5G,3,6,0.2642,0.4342,6.555,0.0399,0.0655,0.0455,30.76,-29.53,13.06
569,5G,3,2,0.2935,0.3439,6.555,0.0559,0.0655,0.0691,30.76,-9.06,2.96
570,5G,3,4,0.2711,0.378,6.555,0.047,0.0655,0.0609,30.76,-19.87,6.16
580,7.5G,3,2,0.289,0.3391,6.555,0.0559,0.0655,0.0719,30.76,-9.06,1.92
581,7.5G,3,4,0.2618,0.3667,6.555,0.0468,0.0655,0.0664,30.76,-20.13,3.98
591,10G,3,2,0.2844,0.3337,6.555,0.0559,0.0655,0.075,30.76,-9.06,0.81
592,10G,3,4,0.2525,0.3537,6.555,0.0468,0.0655,0.073,30.76,-20.13,1.53
602,2.5BG,3,2,0.2799,0.3271,6.555,0.0561,0.0655,0.0788,30.76,-8.83,-0.52
603,2.5BG,3,4,0.2437,0.3386,6.555,0.0472,0.0655,0.0809,30.76,-19.62,-1.23
612,5BG,3,2,0.2742,0.3192,6.555,0.0563,0.0655,0.0835,30.76,-8.60,-2.10
613,5BG,3,4,0.2343,0.32,6.555,0.048,0.0655,0.0913,30.76,-18.59,-4.60
