file order,h,V,C,x,y,Y,X_C,Y_C,Z_C,L*,a*,b*
1585,5R,6,6,0.3921,0.3244,30.05,0.3632,0.3005,0.2626,61.70,24.28,12.77
1586,5R,6,8,0.4187,0.3251,30.05,0.387,0.3005,0.2368,61.70,31.96,16.88
1587,5R,6,10,0.448,0.325,30.05,0.4142,0.3005,0.2099,61.70,40.36,21.49
1588,5R,6,12,0.476,0.3234,30.05,0.4423,0.3005,0.1864,61.70,48.66,25.85
1589,5R,6,14,0.502,0.3212,30.05,0.4696,0.3005,0.1654,61.70,56.40,30.08
1590,5R,6,16,0.5297,0.3179,30.05,0.5007,0.3005,0.1441,61.70,64.85,34.74
1591,5R,6,18,0.5552,0.3138,30.05,0.5317,0.3005,0.1254,61.70,72.94,39.23
1592,7.5R,6,2,0.3381,0.3228,30.05,0.3147,0.3005,0.3157,61.70,7.52,5.10
1593,7.5R,6,4,0.3692,0.3291,30.05,0.3371,0.3005,0.2755,61.70,15.46,10.82
1594,7.5R,6,6,0.4,0.334,30.05,0.3599,0.3005,0.2393,61.70,23.19,16.47
1595,7.5R,6,8,0.4318,0.3383,30.05,0.3836,0.3005,0.2042,61.70,30.88,22.52
1596,7.5R,6,10,0.4655,0.3412,30.05,0.41,0.3005,0.1702,61.70,39.09,29.08
1597,7.5R,6,12,0.4961,0.3428,30.05,0.4349,0.3005,0.1412,61.70,46.51,35.41
1598,7.5R,6,14,0.5265,0.3431,30.05,0.4611,0.3005,0.1142,61.70,54.02,42.14
1599,7.5R,6,16,0.556,0.342,30.05,0.4885,0.3005,0.0896,61.70,61.58,49.28
1600,7.5R,6,18,0.5829,0.3396,30.05,0.5158,0.3005,0.0686,61.70,68.83,56.49
1601,10R,6,2,0.3417,0.3268,30.05,0.3142,0.3005,0.3048,61.70,7.34,6.60
1602,10R,6,4,0.3768,0.3381,30.05,0.3349,0.3005,0.2534,61.70,14.70,14.20
1603,10R,6,6,0.4103,0.3473,30.05,0.355,0.3005,0.2097,61.70,21.56,21.52
1604,10R,6,8,0.4449,0.355,30.05,0.3766,0.3005,0.1694,61.70,28.64,29.25
1605,10R,6,10,0.4812,0.3619,30.05,0.3996,0.3005,0.1303,61.70,35.90,38.02
1606,10R,6,12,0.515,0.3667,30.05,0.422,0.3005,0.0969,61.70,42.70,47.04
1607,10R,6,14,0.5468,0.3697,30.05,0.4445,0.3005,0.0679,61.70,49.30,56.75
1608,10R,6,16,0.5741,0.3713,30.05,0.4646,0.3005,0.0442,61.70,55.00,67.05
1610,2.5YR,6,2,0.3453,0.3321,30.05,0.3124,0.3005,0.2919,61.70,6.69,8.42
1611,2.5YR,6,4,0.3806,0.3467,30.05,0.3299,0.3005,0.2364,61.70,12.95,16.94
1612,2.5YR,6,6,0.418,0.36,30.05,0.3489,0.3005,0.1853,61.70,19.50,26.07
1613,2.5YR,6,8,0.4533,0.3708,30.05,0.3674,0.3005,0.1426,61.70,25.66,35.09
1614,2.5YR,6,10,0.4891,0.3806,30.05,0.3862,0.3005,0.1029,61.70,31.71,45.28
1615,2.5YR,6,12,0.5215,0.3887,30.05,0.4032,0.3005,0.0694,61.70,37.01,56.19
1616,2.5YR,6,14,0.5488,0.3947,30.05,0.4178,0.3005,0.043,61.70,41.45,67.66
1619,5YR,6,2,0.3474,0.3373,30.05,0.3095,0.3005,0.2809,61.70,5.63,10.02
1620,5YR,6,4,0.384,0.3564,30.05,0.3238,0.3005,0.2189,61.70,10.79,19.90
1621,5YR,6,6,0.4229,0.375,30.05,0.3389,0.3005,0.1619,61.70,16.08,30.81
1622,5YR,6,8,0.4592,0.39,30.05,0.3538,0.3005,0.1162,61.70,21.15,41.61
1623,5YR,6,10,0.4921,0.4022,30.05,0.3677,0.3005,0.079,61.70,25.76,52.76
1624,5YR,6,12,0.5199,0.4119,30.05,0.3793,0.3005,0.0498,61.70,29.51,64.33
1628,7.5YR,6,2,0.3487,0.3421,30.05,0.3063,0.3005,0.2716,61.70,4.45,11.40
1629,7.5YR,6,4,0.386,0.3652,30.05,0.3176,0.3005,0.2047,61.70,8.57,22.43
1630,7.5YR,6,6,0.4242,0.3876,30.05,0.3289,0.3005,0.1459,61.70,12.60,34.33
1631,7.5YR,6,8,0.4596,0.4064,30.05,0.3398,0.3005,0.0991,61.70,16.39,46.38
1632,7.5YR,6,10,0.4904,0.422,30.05,0.3492,0.3005,0.0624,61.70,19.60,58.90
1636,10YR,6,2,0.3491,0.3483,30.05,0.3012,0.3005,0.2611,61.70,2.55,13.00
1637,10YR,6,4,0.3861,0.3767,30.05,0.308,0.3005,0.1892,61.70,5.07,25.32
1638,10YR,6,6,0.424,0.403,30.05,0.3162,0.3005,0.129,61.70,8.07,38.34
1639,10YR,6,8,0.457,0.4249,30.05,0.3232,0.3005,0.0835,61.70,10.58,51.24
1640,10YR,6,10,0.4843,0.4416,30.05,0.3296,0.3005,0.0504,61.70,12.84,64.05
1643,2.5Y,6,2,0.348,0.354,30.05,0.2954,0.3005,0.253,61.70,0.37,14.27
1644,2.5Y,6,4,0.384,0.3867,30.05,0.2984,0.3005,0.1782,61.70,1.51,27.46
1645,2.5Y,6,6,0.4203,0.4176,30.05,0.3024,0.3005,0.1166,61.70,3.00,41.50
1646,2.5Y,6,8,0.4517,0.4421,30.05,0.307,0.3005,0.0722,61.70,4.71,55.16
1650,5Y,6,2,0.3457,0.358,30.05,0.2902,0.3005,0.2487,61.70,-1.60,14.95
1651,5Y,6,4,0.3794,0.3955,30.05,0.2883,0.3005,0.171,61.70,-2.33,28.92
1652,5Y,6,6,0.414,0.4305,30.05,0.289,0.3005,0.1085,61.70,-2.07,43.70
1653,5Y,6,8,0.4426,0.4588,30.05,0.2899,0.3005,0.0646,61.70,-1.72,58.02
1657,7.5Y,6,2,0.3431,0.3601,30.05,0.2863,0.3005,0.2477,61.70,-3.10,15.11
1658,7.5Y,6,4,0.3745,0.4004,30.05,0.2811,0.3005,0.1689,61.70,-5.13,29.35
1659,7.5Y,6,6,0.406,0.44,30.05,0.2773,0.3005,0.1052,61.70,-6.62,44.62
1660,7.5Y,6,8,0.4321,0.4719,30.05,0.2752,0.3005,0.0611,61.70,-7.45,59.42
1664,10Y,6,2,0.3398,0.3611,30.05,0.2828,0.3005,0.2489,61.70,-4.46,14.92
1665,10Y,6,4,0.3679,0.4033,30.05,0.2741,0.3005,0.1705,61.70,-7.89,29.02
1666,10Y,6,6,0.396,0.4452,30.05,0.2673,0.3005,0.1072,61.70,-10.61,44.06
1667,10Y,6,8,0.4201,0.4812,30.05,0.2623,0.3005,0.0616,61.70,-12.65,59.22
1671,2.5GY,6,2,0.3342,0.3607,30.05,0.2784,0.3005,0.2542,61.70,-6.19,14.08
1672,2.5GY,6,4,0.3572,0.4038,30.05,0.2658,0.3005,0.1779,61.70,-11.22,27.52
1673,2.5GY,6,6,0.3799,0.447,30.05,0.2554,0.3005,0.1164,61.70,-15.50,41.56
1674,2.5GY,6,8,0.4006,0.4885,30.05,0.2464,0.3005,0.0682,61.70,-19.30,56.64
1678,5GY,6,2,0.3288,0.3592,30.05,0.2751,0.3005,0.261,61.70,-7.49,13.02
1679,5GY,6,4,0.3461,0.4008,30.05,0.2595,0.3005,0.1898,61.70,-13.80,25.20
1680,5GY,6,6,0.3622,0.4438,30.05,0.2452,0.3005,0.1314,61.70,-19.81,37.75
1681,5GY,6,8,0.3772,0.488,30.05,0.2323,0.3005,0.083,61.70,-25.43,51.41
1685,7.5GY,6,2,0.3193,0.355,30.05,0.2703,0.3005,0.2757,61.70,-9.40,10.79
1686,7.5GY,6,4,0.3275,0.3922,30.05,0.2509,0.3005,0.2148,61.70,-17.39,20.62
1687,7.5GY,6,6,0.3351,0.4321,30.05,0.233,0.3005,0.1619,61.70,-25.12,30.81
1688,7.5GY,6,8,0.3418,0.4768,30.05,0.2154,0.3005,0.1143,61.70,-33.13,42.12
1689,7.5GY,6,10,0.3463,0.5196,30.05,0.2003,0.3005,0.0776,61.70,-40.35,53.24
1693,10GY,6,2,0.3112,0.3496,30.05,0.2675,0.3005,0.2916,61.70,-10.53,8.46
1694,10GY,6,4,0.3124,0.3822,30.05,0.2456,0.3005,0.2401,61.70,-19.64,16.33
1695,10GY,6,6,0.3128,0.4175,30.05,0.2251,0.3005,0.1941,61.70,-28.67,24.39
1696,10GY,6,8,0.3116,0.4563,30.05,0.2052,0.3005,0.1529,61.70,-37.97,32.76
1697,10GY,6,10,0.3086,0.4949,30.05,0.1874,0.3005,0.1193,61.70,-46.82,40.80
1698,10GY,6,12,0.3037,0.5358,30.05,0.1703,0.3005,0.09,61.70,-55.86,49.15
1703,2.5G,6,2,0.3039,0.3437,30.05,0.2657,0.3005,0.3081,61.70,-11.26,6.14
1704,2.5G,6,4,0.2967,0.3695,30.05,0.2413,0.3005,0.2715,61.70,-21.49,11.42
1705,2.5G,6,6,0.2892,0.3963,30.05,0.2193,0.3005,0.2385,61.70,-31.32,16.60
1706,2.5G,6,8,0.2799,0.4239,30.05,0.1984,0.3005,0.21,61.70,-41.29,21.47
1707,2.5G,6,10,0.269,0.453,30.05,0.1784,0.3005,0.1844,61.70,-51.50,26.24
1717,5G,6,2,0.2988,0.3382,30.05,0.2655,0.3005,0.3225,61.70,-11.34,4.18
1718,5G,6,4,0.2868,0.3595,30.05,0.2397,0.3005,0.2957,61.70,-22.18,7.88
1719,5G,6,6,0.2748,0.3795,30.05,0.2176,0.3005,0.2737,61.70,-32.10,11.09
1720,5G,6,8,0.2612,0.399,30.05,0.1967,0.3005,0.2559,61.70,-42.13,13.81
1731,7.5G,6,2,0.2958,0.3344,30.05,0.2658,0.3005,0.3323,61.70,-11.22,2.88
1732,7.5G,6,4,0.2807,0.3522,30.05,0.2395,0.3005,0.3132,61.70,-22.27,5.44
1733,7.5G,6,6,0.2662,0.3672,30.05,0.2178,0.3005,0.3,61.70,-32.01,7.27
1734,7.5G,6,8,0.251,0.3829,30.05,0.197,0.3005,0.2873,61.70,-41.98,9.08
1745,10G,6,2,0.2929,0.3303,30.05,0.2665,0.3005,0.3428,61.70,-10.94,1.51
1746,10G,6,4,0.2749,0.3443,30.05,0.2399,0.3005,0.3324,61.70,-22.10,2.86
1747,10G,6,6,0.2591,0.3558,30.05,0.2188,0.3005,0.3252,61.70,-31.55,3.82
1748,10G,6,8,0.242,0.3679,30.05,0.1977,0.3005,0.3186,61.70,-41.63,4.70
1758,2.5BG,6,2,0.2902,0.3268,30.05,0.2668,0.3005,0.3522,61.70,-10.82,0.31
1759,2.5BG,6,4,0.2702,0.3369,30.05,0.241,0.3005,0.3504,61.70,-21.62,0.54
1760,2.5BG,6,6,0.2526,0.3448,30.05,0.2201,0.3005,0.3509,61.70,-30.95,0.48
1769,5BG,6,2,0.2872,0.3219,30.05,0.2681,0.3005,0.3649,61.70,-10.29,-1.28
1770,5BG,6,4,0.2648,0.3262,30.05,0.2439,0.3005,0.3768,61.70,-20.37,-2.73
1771,5BG,6,6,0.2441,0.329,30.05,0.223,0.3005,0.3899,61.70,-29.62,-4.30
1779,7.5BG,6,2,0.2849,0.3172,30.05,0.2699,0.3005,0.377,61.70,-9.57,-2.76
1780,7.5BG,6,4,0.2604,0.3169,30.05,0.2469,0.3005,0.4008,61.70,-19.08,-5.57
1781,7.5BG,6,6,0.2384,0.3155,30.05,0.2271,0.3005,0.4249,61.70,-27.76,-8.32
1788,10BG,6,2,0.2837,0.3132,30.05,0.2722,0.3005,0.3868,61.70,-8.64,-3.93
1789,10BG,6,4,0.2578,0.3078,30.05,0.2517,0.3005,0.4241,61.70,-17.05,-8.23
1790,10BG,6,6,0.2335,0.3015,30.05,0.2327,0.3005,0.4635,61.70,-25.26,-12.50
1797,2.5B,6,2,0.2835,0.3097,30.05,0.2751,0.3005,0.3947,61.70,-7.49,-4.86
1798,2.5B,6,4,0.2571,0.3008,30.05,0.2568,0.3005,0.4417,61.70,-14.92,-10.17
1799,2.5B,6,6,0.2312,0.2899,30.05,0.2397,0.3005,0.4964,61.70,-22.18,-15.89
1805,5B,6,2,0.2842,0.3063,30.05,0.2788,0.3005,0.4017,61.70,-6.03,-5.68
1806,5B,6,4,0.2579,0.2938,30.05,0.2638,0.3005,0.4585,61.70,-12.03,-11.97
1807,5B,6,6,0.232,0.2789,30.05,0.25,0.3005,0.527,61.70,-17.77,-18.90
1813,7.5B,6,2,0.2854,0.3037,30.05,0.2824,0.3005,0.4066,61.70,-4.62,-6.24
1814,7.5B,6,4,0.2602,0.2881,30.05,0.2714,0.3005,0.4711,61.70,-8.96,-13.30
1815,7.5B,6,6,0.2352,0.2708,30.05,0.261,0.3005,0.5482,61.70,-13.18,-20.93
1816,7.5B,6,8,0.2132,0.2537,30.05,0.2525,0.3005,0.6314,61.70,-16.71,-28.40
1821,10B,6,2,0.2871,0.3012,30.05,0.2864,0.3005,0.4107,61.70,-3.07,-6.71
1822,10B,6,4,0.2637,0.284,30.05,0.279,0.3005,0.4786,61.70,-5.95,-14.07
1823,10B,6,6,0.2399,0.265,30.05,0.272,0.3005,0.5614,61.70,-8.72,-22.16
1824,10B,6,8,0.2189,0.2468,30.05,0.2665,0.3005,0.6506,61.70,-10.94,-30.03
1829,2.5PB,6,2,0.2897,0.2991,30.05,0.2911,0.3005,0.4131,61.70,-1.26,-6.99
1830,2.5PB,6,4,0.2684,0.2804,30.05,0.2876,0.3005,0.4835,61.70,-2.60,-14.58
1831,2.5PB,6,6,0.2465,0.2599,30.05,0.285,0.3005,0.5707,61.70,-3.61,-23.02
1832,2.5PB,6,8,0.2274,0.2406,30.05,0.284,0.3005,0.6644,61.70,-4.00,-31.18
1833,2.5PB,6,10,0.2095,0.2225,30.05,0.2829,0.3005,0.7671,61.70,-4.42,-39.28
1836,5PB,6,2,0.2923,0.2978,30.05,0.295,0.3005,0.4136,61.70,0.22,-7.04
1837,5PB,6,4,0.2734,0.2778,30.05,0.2957,0.3005,0.4855,61.70,0.49,-14.78
1838,5PB,6,6,0.2533,0.2558,30.05,0.2976,0.3005,0.5767,61.70,1.20,-23.57
1839,5PB,6,8,0.236,0.2365,30.05,0.2999,0.3005,0.6702,61.70,2.07,-31.66
1840,5PB,6,10,0.2197,0.2188,30.05,0.3017,0.3005,0.7712,61.70,2.74,-39.59
1841,5PB,6,12,0.2026,0.1999,30.05,0.3046,0.3005,0.8982,61.70,3.82,-48.64
1842,5PB,6,14,0.1873,0.1822,30.05,0.3089,0.3005,1.0399,61.70,5.41,-57.77
1843,7.5PB,6,2,0.2955,0.2963,30.05,0.2997,0.3005,0.414,61.70,1.99,-7.09
1844,7.5PB,6,4,0.2798,0.2752,30.05,0.3055,0.3005,0.4859,61.70,4.15,-14.82
1845,7.5PB,6,6,0.2638,0.2531,30.05,0.3132,0.3005,0.5736,61.70,6.98,-23.28
1846,7.5PB,6,8,0.2505,0.2347,30.05,0.3207,0.3005,0.6591,61.70,9.68,-30.74
1847,7.5PB,6,10,0.2378,0.2168,30.05,0.3296,0.3005,0.756,61.70,12.84,-38.44
1848,7.5PB,6,12,0.2241,0.1975,30.05,0.341,0.3005,0.88,61.70,16.81,-47.40
1849,7.5PB,6,14,0.2119,0.1799,30.05,0.354,0.3005,1.0159,61.70,21.22,-56.29
1850,10PB,6,2,0.2988,0.2961,30.05,0.3032,0.3005,0.4111,61.70,3.30,-6.76
1851,10PB,6,4,0.2863,0.2747,30.05,0.3132,0.3005,0.4802,61.70,6.98,-14.24
1852,10PB,6,6,0.274,0.2533,30.05,0.3251,0.3005,0.5608,61.70,11.25,-22.11
1853,10PB,6,8,0.2637,0.2352,30.05,0.3369,0.3005,0.6402,61.70,15.39,-29.15
1854,10PB,6,10,0.254,0.2176,30.05,0.3508,0.3005,0.7297,61.70,20.14,-36.42
1855,10PB,6,12,0.244,0.1998,30.05,0.367,0.3005,0.8365,61.70,25.53,-44.36
1856,10PB,6,14,0.2352,0.1839,30.05,0.3843,0.3005,0.9492,61.70,31.10,-52.03
1857,10PB,6,16,0.2265,0.1671,30.05,0.4073,0.3005,1.0905,61.70,38.27,-60.84
1858,2.5P,6,2,0.3016,0.296,30.05,0.3062,0.3005,0.4085,61.70,4.41,-6.46
1859,2.5P,6,4,0.2932,0.2759,30.05,0.3193,0.3005,0.4693,61.70,9.18,-13.11
1860,2.5P,6,6,0.2842,0.255,30.05,0.3349,0.3005,0.543,61.70,14.70,-20.44
1861,2.5P,6,8,0.277,0.2372,30.05,0.3509,0.3005,0.6154,61.70,20.18,-27.01
1862,2.5P,6,10,0.2703,0.2204,30.05,0.3685,0.3005,0.6944,61.70,26.02,-33.63
1863,2.5P,6,12,0.2647,0.2052,30.05,0.3876,0.3005,0.7763,61.70,32.15,-39.97
1864,2.5P,6,14,0.2593,0.1909,30.05,0.4082,0.3005,0.8655,61.70,38.54,-46.39
1865,2.5P,6,16,0.2548,0.1768,30.05,0.4331,0.3005,0.9661,61.70,45.98,-53.13
1866,2.5P,6,18,0.2504,0.1658,30.05,0.4538,0.3005,1.0581,61.70,51.96,-58.89
1867,5P,6,2,0.305,0.2967,30.05,0.3089,0.3005,0.4034,61.70,5.41,-5.87
1868,5P,6,4,0.3001,0.2778,30.05,0.3246,0.3005,0.4566,61.70,11.08,-11.77
1869,5P,6,6,0.295,0.2585,30.05,0.3429,0.3005,0.519,61.70,17.46,-18.13
1870,5P,6,8,0.2905,0.2421,30.05,0.3606,0.3005,0.5801,61.70,23.42,-23.88
1871,5P,6,10,0.2862,0.226,30.05,0.3805,0.3005,0.6486,61.70,29.89,-29.86
1872,5P,6,12,0.2829,0.2121,30.05,0.4008,0.3005,0.7155,61.70,36.27,-35.31
1873,5P,6,14,0.2794,0.1979,30.05,0.4243,0.3005,0.7937,61.70,43.39,-41.26
1874,5P,6,16,0.2761,0.1852,30.05,0.448,0.3005,0.8741,61.70,50.30,-46.99
1875,5P,6,18,0.2731,0.1738,30.05,0.4722,0.3005,0.9563,61.70,57.12,-52.49
1876,5P,6,20,0.2702,0.1621,30.05,0.5009,0.3005,1.0524,61.70,64.90,-58.54
1877,7.5P,6,2,0.3107,0.2993,30.05,0.3119,0.3005,0.3916,61.70,6.50,-4.50
1878,7.5P,6,4,0.3107,0.2831,30.05,0.3298,0.3005,0.4312,61.70,12.91,-9.02
1879,7.5P,6,6,0.3101,0.265,30.05,0.3516,0.3005,0.4818,61.70,20.41,-14.40
1880,7.5P,6,8,0.3099,0.2502,30.05,0.3722,0.3005,0.5283,61.70,27.22,-19.03
1881,7.5P,6,10,0.3092,0.235,30.05,0.3954,0.3005,0.5828,61.70,34.60,-24.12
1882,7.5P,6,12,0.309,0.2222,30.05,0.4179,0.3005,0.634,61.70,41.48,-28.62
1883,7.5P,6,14,0.3084,0.2095,30.05,0.4424,0.3005,0.6915,61.70,48.69,-33.39
1884,7.5P,6,16,0.308,0.1976,30.05,0.4684,0.3005,0.7519,61.70,56.06,-38.13
1885,7.5P,6,18,0.3075,0.187,30.05,0.4941,0.3005,0.8123,61.70,63.09,-42.62
1886,7.5P,6,20,0.3069,0.1745,30.05,0.5285,0.3005,0.8931,61.70,72.12,-48.29
1887,7.5P,6,22,0.3062,0.1638,30.05,0.5617,0.3005,0.9723,61.70,80.47,-53.53
1888,7.5P,6,24,0.3058,0.1547,30.05,0.594,0.3005,1.048,61.70,88.28,-58.27
1889,10P,6,2,0.3146,0.3018,30.05,0.3132,0.3005,0.3819,61.70,6.98,-3.34
1890,10P,6,4,0.3181,0.2871,30.05,0.3329,0.3005,0.4132,61.70,14.00,-7.00
1891,10P,6,6,0.3226,0.2716,30.05,0.3569,0.3005,0.449,61.70,22.19,-10.96
1892,10P,6,8,0.3259,0.2584,30.05,0.379,0.3005,0.4834,61.70,29.41,-14.57
1893,10P,6,10,0.3293,0.245,30.05,0.4039,0.3005,0.5221,61.70,37.22,-18.43
1894,10P,6,12,0.3321,0.2329,30.05,0.4285,0.3005,0.5613,61.70,44.63,-22.15
1895,10P,6,14,0.3349,0.2203,30.05,0.4568,0.3005,0.6067,61.70,52.81,-26.25
1896,10P,6,16,0.337,0.2095,30.05,0.4834,0.3005,0.6505,61.70,60.19,-30.02
1897,10P,6,18,0.3388,0.1995,30.05,0.5103,0.3005,0.6954,61.70,67.39,-33.71
1898,10P,6,20,0.3409,0.1882,30.05,0.5443,0.3005,0.7519,61.70,76.13,-38.13
1899,10P,6,22,0.3426,0.1785,30.05,0.5768,0.3005,0.8062,61.70,84.16,-42.18
1900,10P,6,24,0.3441,0.1698,30.05,0.609,0.3005,0.8603,61.70,91.81,-46.03
1902,2.5RP,6,2,0.3188,0.3048,30.05,0.3143,0.3005,0.3711,61.70,7.38,-2.04
1903,2.5RP,6,4,0.3272,0.2929,30.05,0.3357,0.3005,0.3898,61.70,14.98,-4.29
1904,2.5RP,6,6,0.3362,0.2799,30.05,0.3609,0.3005,0.4122,61.70,23.52,-6.88
1905,2.5RP,6,8,0.3437,0.2688,30.05,0.3842,0.3005,0.4332,61.70,31.07,-9.24
1906,2.5RP,6,10,0.3509,0.2578,30.05,0.409,0.3005,0.4561,61.70,38.78,-11.72
1907,2.5RP,6,12,0.3582,0.2462,30.05,0.4372,0.3005,0.4829,61.70,47.18,-14.52
1908,2.5RP,6,14,0.3652,0.2355,30.05,0.466,0.3005,0.5095,61.70,55.39,-17.19
1909,2.5RP,6,16,0.3718,0.2251,30.05,0.4963,0.3005,0.5381,61.70,63.68,-19.97
1910,2.5RP,6,18,0.3773,0.2158,30.05,0.5254,0.3005,0.5666,61.70,71.32,-22.64
1911,2.5RP,6,20,0.3833,0.2056,30.05,0.5602,0.3005,0.6009,61.70,80.10,-25.74
1912,2.5RP,6,22,0.3877,0.1978,30.05,0.589,0.3005,0.6297,61.70,87.09,-28.25
1914,5RP,6,2,0.3232,0.3085,30.05,0.3148,0.3005,0.3587,61.70,7.56,-0.51
1915,5RP,6,4,0.3371,0.3001,30.05,0.3375,0.3005,0.3633,61.70,15.60,-1.08
1916,5RP,6,6,0.352,0.2904,30.05,0.3642,0.3005,0.37,61.70,24.61,-1.90
1917,5RP,6,8,0.3648,0.282,30.05,0.3887,0.3005,0.3764,61.70,32.50,-2.68
1918,5RP,6,10,0.3769,0.2738,30.05,0.4137,0.3005,0.3834,61.70,40.21,-3.52
1919,5RP,6,12,0.39,0.2646,30.05,0.4429,0.3005,0.3923,61.70,48.84,-4.58
1920,5RP,6,14,0.4023,0.2552,30.05,0.4737,0.3005,0.4033,61.70,57.53,-5.86
1921,5RP,6,16,0.4136,0.2467,30.05,0.5038,0.3005,0.4138,61.70,65.67,-7.07
1922,5RP,6,18,0.4245,0.2382,30.05,0.5355,0.3005,0.4255,61.70,73.91,-8.38
1923,5RP,6,20,0.4368,0.2283,30.05,0.5749,0.3005,0.4408,61.70,83.70,-10.07
1924,5RP,6,22,0.4449,0.2219,30.05,0.6025,0.3005,0.4512,61.70,90.29,-11.19
1925,7.5RP,6,2,0.3261,0.3113,30.05,0.3148,0.3005,0.35,61.70,7.56,0.59
1926,7.5RP,6,4,0.3439,0.3056,30.05,0.3382,0.3005,0.3447,61.70,15.84,1.27
1927,7.5RP,6,6,0.3635,0.2987,30.05,0.3657,0.3005,0.3398,61.70,25.10,1.90
1928,7.5RP,6,8,0.3791,0.2929,30.05,0.3889,0.3005,0.3365,61.70,32.56,2.33
1929,7.5RP,6,10,0.396,0.286,30.05,0.4161,0.3005,0.3341,61.70,40.93,2.64
1930,7.5RP,6,12,0.4125,0.2784,30.05,0.4452,0.3005,0.3336,61.70,49.50,2.71
1931,7.5RP,6,14,0.4285,0.2705,30.05,0.476,0.3005,0.3344,61.70,58.17,2.60
1932,7.5RP,6,16,0.4448,0.2622,30.05,0.5098,0.3005,0.3358,61.70,67.26,2.42
1933,7.5RP,6,18,0.4581,0.2549,30.05,0.5401,0.3005,0.3383,61.70,75.07,2.09
1934,7.5RP,6,20,0.4735,0.2464,30.05,0.5775,0.3005,0.3416,61.70,84.33,1.67
1935,10RP,7,2,0.3258,0.3148,43.06,0.4456,0.4306,0.4916,71.60,6.95,1.66
1936,10RP,7,4,0.3446,0.3125,43.06,0.4748,0.4306,0.4725,71.60,15.17,3.62
1937,10RP,7,6,0.3648,0.3098,43.06,0.507,0.4306,0.4523,71.60,23.86,5.76
1938,10RP,7,8,0.3851,0.3067,43.06,0.5407,0.4306,0.4327,71.60,32.56,7.88
1939,10RP,7,10,0.404,0.303,43.06,0.5741,0.4306,0.4164,71.60,40.84,9.71
1940,10RP,7,12,0.426,0.298,43.06,0.6156,0.4306,0.3988,71.60,50.68,11.72
1941,10RP,7,14,0.4456,0.2931,43.06,0.6546,0.4306,0.3839,71.60,59.54,13.48
1942,10RP,7,16,0.4648,0.2878,43.06,0.6954,0.4306,0.3702,71.60,68.44,15.14
1943,2.5R,7,2,0.3284,0.317,43.06,0.4461,0.4306,0.4817,71.60,7.09,2.67
1944,2.5R,7,4,0.3499,0.3171,43.06,0.4751,0.4306,0.4522,71.60,15.25,5.77
1945,2.5R,7,6,0.3728,0.317,43.06,0.5064,0.4306,0.4214,71.60,23.70,9.14
1946,2.5R,7,8,0.3961,0.316,43.06,0.5397,0.4306,0.3923,71.60,32.31,12.49
1947,2.5R,7,10,0.4183,0.3144,43.06,0.5729,0.4306,0.3661,71.60,40.54,15.64
1948,2.5R,7,12,0.4435,0.3119,43.06,0.6123,0.4306,0.3377,71.60,49.92,19.24
1949,2.5R,7,14,0.466,0.3082,43.06,0.6511,0.4306,0.3155,71.60,58.76,22.19
1950,2.5R,7,16,0.4885,0.3039,43.06,0.6922,0.4306,0.2942,71.60,67.76,25.16
1951,5R,7,2,0.3306,0.319,43.06,0.4463,0.4306,0.473,71.60,7.15,3.57
1952,5R,7,4,0.3552,0.3222,43.06,0.4747,0.4306,0.4311,71.60,15.14,8.06
1953,5R,7,6,0.3805,0.3244,43.06,0.5051,0.4306,0.3917,71.60,23.35,12.56
1954,5R,7,8,0.4067,0.3256,43.06,0.5379,0.4306,0.354,71.60,31.85,17.15
1955,5R,7,10,0.432,0.326,43.06,0.5706,0.4306,0.3196,71.60,39.98,21.63
1956,5R,7,12,0.4595,0.3252,43.06,0.6084,0.4306,0.2851,71.60,49.01,26.47
1957,5R,7,14,0.4848,0.3238,43.06,0.6447,0.4306,0.2545,71.60,57.33,31.10
1958,7.5R,7,2,0.3335,0.322,43.06,0.446,0.4306,0.4607,71.60,7.06,4.86
1959,7.5R,7,4,0.3611,0.3282,43.06,0.4738,0.4306,0.4076,71.60,14.89,10.71
1960,7.5R,7,6,0.3888,0.3336,43.06,0.5019,0.4306,0.3583,71.60,22.50,16.61
1961,7.5R,7,8,0.4196,0.3382,43.06,0.5342,0.4306,0.3084,71.60,30.91,23.16
1962,7.5R,7,10,0.447,0.3413,43.06,0.564,0.4306,0.2671,71.60,38.37,29.15
1963,7.5R,7,12,0.4777,0.3435,43.06,0.5988,0.4306,0.2241,71.60,46.75,36.07
1964,7.5R,7,14,0.5059,0.345,43.06,0.6314,0.4306,0.1861,71.60,54.32,42.98
1965,7.5R,7,16,0.5341,0.3452,43.06,0.6662,0.4306,0.1506,71.60,62.11,50.34
1966,10R,7,2,0.336,0.3253,43.06,0.4448,0.4306,0.4483,71.60,6.72,6.18
1967,10R,7,4,0.3671,0.336,43.06,0.4705,0.4306,0.3805,71.60,13.98,13.89
1968,10R,7,6,0.3984,0.3452,43.06,0.497,0.4306,0.3198,71.60,21.20,21.61
1969,10R,7,8,0.4308,0.3533,43.06,0.5251,0.4306,0.2631,71.60,28.58,29.76
1970,10R,7,10,0.46,0.3596,43.06,0.5508,0.4306,0.216,71.60,35.10,37.48
1971,10R,7,12,0.493,0.3659,43.06,0.5802,0.4306,0.166,71.60,42.31,47.02
